client_id,client_name,policy_type,policy_start_date,annual_premium,claims_last_3_years,communication_frequency,client_tenure_years,last_contact_date,industry,region
2280,"Smith, Caldwell and Griffin",Cyber,2018-04-04,7168.93,5,Quarterly,3,2025-04-05,Manufacturing,Whitby
2281,"Austin, Oliver and Haley",Commercial Auto,2015-12-13,13721.27,3,Monthly,7,2024-10-15,Transport,Durham
2282,"Blackwell, James and Hogan",Commercial Auto,2016-01-25,14283.53,3,Monthly,1,2024-07-04,Manufacturing,Durham
2283,Cruz PLC,Errors & Omissions,2019-10-28,14368.19,3,Annually,5,2024-11-24,Transport,Durham
2284,"Campbell, Pruitt and Short",Errors & Omissions,2023-08-18,14629.26,4,Quarterly,2,2024-11-09,Construction,Whitby
2285,Robertson-Hicks,Property,2023-03-26,12166.35,5,Monthly,9,2025-03-12,Retail,Pickering
2286,Williams-Villanueva,Cyber,2024-02-18,12853.68,1,Quarterly,1,2024-08-17,Retail,Durham
2287,Flores Inc,Cyber,2023-11-16,13421.66,4,Quarterly,10,2024-05-10,Transport,Durham
2288,Jackson PLC,Commercial Auto,2023-12-01,18360.95,5,Monthly,6,2024-10-14,Technology,Pickering
2289,"Smith, Jones and Santiago",Errors & Omissions,2022-10-07,12095.57,4,Annually,3,2024-10-01,Technology,Ajax
2290,Hancock Group,Cyber,2021-04-02,3183.32,5,Annually,2,2024-10-06,Construction,Durham
2291,Harris Ltd,General Liability,2018-11-22,10718.59,4,Monthly,8,2024-07-29,Transport,Oshawa
2292,"Rowe, Lucas and Case",Cyber,2021-08-22,18402.94,2,Monthly,6,2024-06-14,Transport,Durham
2293,"Parks, Johnson and Love",Commercial Auto,2024-01-22,12757.41,1,Monthly,6,2024-04-26,Technology,Durham
2294,Miller Inc,Cyber,2021-05-22,8635.74,5,Monthly,9,2024-10-12,Healthcare,Ajax
2295,Bauer PLC,Property,2018-06-14,8999.55,2,Monthly,6,2025-01-01,Transport,Oshawa
2296,Andrews and Sons,Errors & Omissions,2019-05-04,19621.93,4,Quarterly,2,2025-04-04,Manufacturing,Pickering
2297,Russell-Hayes,Commercial Auto,2022-01-07,8008.51,4,Monthly,8,2024-09-16,Healthcare,Durham
2298,Hamilton-Smith,Commercial Auto,2016-05-06,5847.64,2,Monthly,8,2025-01-13,Retail,Durham
2299,"Wilson, Smith and Cortez",Errors & Omissions,2015-12-31,14815.87,4,Monthly,8,2024-07-12,Finance,Ajax
2300,Avila PLC,Errors & Omissions,2018-09-30,13159.82,4,Annually,5,2024-06-17,Retail,Oshawa
2301,Haynes Inc,Errors & Omissions,2015-08-09,8169.2,3,Monthly,2,2024-10-25,Manufacturing,Durham
2302,Reilly-Rodriguez,Commercial Auto,2020-01-16,16345.37,0,Monthly,3,2024-05-19,Construction,Oshawa
2303,"Turner, Miller and Hubbard",Errors & Omissions,2020-06-13,7427.53,0,Quarterly,8,2025-03-22,Construction,Ajax
2304,James-Short,Errors & Omissions,2019-05-01,13698.1,0,Quarterly,5,2025-03-13,Finance,Durham
2305,Wells PLC,Commercial Auto,2021-11-28,12828.4,5,Monthly,7,2025-01-22,Manufacturing,Durham
2306,Taylor Group,Commercial Auto,2016-09-14,12738.62,1,Quarterly,10,2024-07-12,Healthcare,Durham
2307,"Phillips, Walters and Evans",Property,2020-10-06,14157.44,1,Quarterly,3,2024-09-01,Transport,Whitby
2308,"Wong, Bernard and Smith",Cyber,2017-03-04,7959.8,0,Annually,2,2024-07-12,Healthcare,Ajax
2309,"Thomas, Williams and Armstrong",General Liability,2023-02-20,15535.46,5,Quarterly,2,2025-01-30,Healthcare,Durham
2310,Medina-Arroyo,Commercial Auto,2016-06-09,3464.07,0,Monthly,9,2024-11-22,Manufacturing,Oshawa
2311,Clark-Figueroa,General Liability,2021-03-18,11240.92,3,Annually,9,2025-04-15,Transport,Durham
2312,"Cooper, Gutierrez and Brewer",Property,2018-01-30,5155.96,5,Annually,3,2024-09-25,Construction,Oshawa
2313,"Thomas, White and Jensen",Cyber,2018-11-19,4306.66,3,Quarterly,5,2024-10-24,Transport,Oshawa
2314,Lee-White,Cyber,2016-11-25,16323.97,2,Quarterly,2,2024-10-02,Technology,Oshawa
2315,"Phelps, York and Randolph",Cyber,2015-09-12,7284.87,1,Quarterly,10,2025-01-16,Transport,Durham
2316,"Murray, Dunn and Roberts",Property,2017-11-06,13468.56,5,Quarterly,10,2024-06-15,Retail,Ajax
2317,King and Sons,Errors & Omissions,2018-02-27,7678.69,1,Monthly,7,2024-09-09,Healthcare,Durham
2318,"Carpenter, Lynn and Howard",Cyber,2021-03-26,7368.25,0,Quarterly,3,2024-12-13,Technology,Oshawa
2319,"Rios, Garcia and Harvey",Cyber,2015-09-20,15604.3,1,Quarterly,7,2024-06-10,Healthcare,Toronto
2320,Stewart Group,Property,2016-11-18,13264.97,5,Annually,5,2024-07-16,Retail,Oshawa
2321,Jensen-Torres,Errors & Omissions,2020-06-17,18472.24,3,Annually,3,2025-04-04,Construction,Oshawa
2322,"Hernandez, Knight and Aguirre",Cyber,2018-09-10,15562.44,3,Quarterly,3,2024-11-14,Healthcare,Ajax
2323,Jackson-Edwards,Cyber,2023-06-10,14205.65,0,Annually,3,2024-10-07,Technology,Oshawa
2324,Joseph Ltd,Errors & Omissions,2020-01-10,9286.04,0,Annually,10,2025-01-28,Healthcare,Durham
2325,Hill-Ward,Commercial Auto,2024-01-04,5981.79,4,Annually,8,2024-11-04,Technology,Durham
2326,"Quinn, Humphrey and Ford",Commercial Auto,2018-08-04,16302.97,2,Monthly,6,2025-03-13,Transport,Pickering
2327,Hampton-Tucker,Cyber,2016-04-10,7015.33,0,Annually,9,2024-10-24,Construction,Durham
2328,Thompson PLC,General Liability,2018-08-25,6073.76,0,Quarterly,10,2024-12-14,Construction,Durham
2329,Wilkinson and Sons,Errors & Omissions,2015-05-24,11965.61,5,Monthly,2,2024-05-13,Retail,Oshawa
2330,"Gonzalez, Gross and Sims",Errors & Omissions,2022-05-19,3562.54,0,Quarterly,8,2024-09-27,Technology,Durham
2331,"Jones, Smith and Hunter",General Liability,2023-04-23,19729.22,3,Quarterly,1,2025-04-05,Finance,Oshawa
2332,Hess PLC,Errors & Omissions,2016-09-18,19444.88,2,Quarterly,5,2025-01-08,Manufacturing,Durham
2333,Hammond-Lewis,Property,2018-11-21,13124.25,4,Monthly,6,2025-01-17,Manufacturing,Durham
2334,Arnold PLC,Errors & Omissions,2023-10-25,16969.3,5,Quarterly,5,2024-05-04,Retail,Ajax
2335,"Kennedy, Rowe and Diaz",Errors & Omissions,2016-11-21,17239.44,0,Annually,3,2025-02-26,Construction,Durham
2336,Vance PLC,Errors & Omissions,2017-04-08,15796.94,1,Quarterly,2,2024-08-03,Transport,Whitby
2337,"Vincent, Anderson and Mason",Commercial Auto,2017-10-12,10020.11,2,Quarterly,9,2024-11-09,Manufacturing,Oshawa
2338,Sanders PLC,Property,2022-01-28,9513.84,0,Annually,6,2025-04-14,Healthcare,Durham
2339,Bates PLC,Errors & Omissions,2016-02-18,14231.34,5,Monthly,5,2025-04-21,Healthcare,Durham
2340,"Martin, Palmer and Griffin",Property,2017-11-16,15341.98,3,Quarterly,6,2024-11-12,Retail,Durham
2341,Knight PLC,Property,2017-11-22,5843.82,3,Annually,8,2024-09-22,Construction,Durham
2342,"Brennan, Thomas and Dennis",Property,2017-04-11,12821.88,1,Annually,1,2024-12-08,Transport,Oshawa
2343,Williams-Juarez,General Liability,2018-11-01,17311.16,5,Annually,6,2025-01-11,Manufacturing,Ajax
2344,Brown LLC,Errors & Omissions,2017-12-27,3923.54,4,Quarterly,7,2024-07-22,Manufacturing,Oshawa
2345,Williams and Sons,Commercial Auto,2017-04-26,7494.72,4,Annually,9,2024-06-30,Technology,Durham
2346,"Velez, Ward and Harrison",Commercial Auto,2023-02-21,16932.03,1,Quarterly,3,2024-05-15,Manufacturing,Durham
2347,Keith-Williams,Commercial Auto,2022-04-15,3892.89,1,Monthly,1,2025-01-17,Construction,Durham
2348,"Nguyen, Padilla and Boyd",Commercial Auto,2023-04-01,10888.25,2,Quarterly,10,2024-08-30,Retail,Ajax
2349,Davenport-Baker,Errors & Omissions,2017-09-07,11095.94,3,Monthly,3,2025-02-19,Healthcare,Durham
2350,"Hudson, Bennett and Gray",Commercial Auto,2016-03-21,11096.53,3,Quarterly,3,2024-09-13,Transport,Durham
2351,"Valdez, Houston and Black",Property,2017-04-08,19120.28,5,Monthly,6,2025-02-18,Healthcare,Pickering
2352,Kaufman-Walker,General Liability,2016-10-29,18681.81,2,Quarterly,8,2024-07-23,Transport,Ajax
2353,Gomez-Parrish,Cyber,2017-04-13,6972.24,1,Quarterly,1,2024-08-01,Transport,Ajax
2354,Sparks-Eaton,Commercial Auto,2017-03-24,14619.67,1,Annually,10,2024-04-25,Retail,Pickering
2355,Shaw and Sons,Cyber,2021-10-26,9631.2,5,Monthly,1,2024-09-04,Transport,Whitby
2356,Martin-Jones,Cyber,2022-02-28,7464.63,1,Monthly,1,2025-02-23,Finance,Durham
2357,"Campbell, Hernandez and Moore",Cyber,2017-02-01,12017.52,3,Monthly,2,2024-05-02,Manufacturing,Durham
2358,"Love, Wilson and Hall",Property,2017-07-06,10390.48,4,Annually,7,2025-01-14,Transport,Ajax
2359,Cortez-Olson,Commercial Auto,2018-05-20,7909.47,1,Annually,4,2024-11-12,Transport,Durham
2360,Mendoza-Garza,Errors & Omissions,2016-01-09,16554.25,0,Annually,6,2025-03-12,Technology,Durham
2361,"Whitaker, Johnson and Williams",Property,2017-05-14,9494.07,4,Monthly,7,2024-12-13,Construction,Pickering
2362,"Vargas, Taylor and Hunt",Errors & Omissions,2015-11-08,8366.71,0,Quarterly,5,2025-02-16,Transport,Whitby
2363,"Thomas, Jackson and Nielsen",Commercial Auto,2022-11-27,12014.31,5,Quarterly,1,2024-06-18,Technology,Durham
2364,"Mullen, Greene and Elliott",Property,2017-08-15,19249.8,5,Annually,8,2024-10-24,Retail,Durham
2365,Johns Ltd,Cyber,2021-02-21,4655.19,0,Quarterly,3,2024-07-09,Healthcare,Ajax
2366,"Nicholson, Valentine and Robinson",Property,2022-10-03,12031.99,1,Monthly,4,2024-12-03,Technology,Durham
2367,"Haney, Dillon and Jackson",Property,2019-07-17,9015.08,0,Annually,3,2024-10-02,Manufacturing,Ajax
2368,Burke-Norton,Commercial Auto,2018-09-05,17352.07,1,Quarterly,5,2025-02-05,Finance,Durham
2369,Hanson PLC,Cyber,2018-12-14,13378.25,0,Monthly,8,2024-05-25,Manufacturing,Oshawa
2370,Jackson-Jennings,Cyber,2015-12-10,14085.12,2,Quarterly,3,2025-04-09,Healthcare,Durham
2371,Carlson-Jones,General Liability,2020-04-21,7634.04,3,Quarterly,9,2024-08-28,Finance,Durham
2372,Cruz-Rodriguez,General Liability,2018-08-01,7595.54,4,Annually,3,2024-12-10,Construction,Whitby
2373,Mills PLC,Errors & Omissions,2022-08-25,16639.38,4,Annually,9,2025-03-20,Technology,Oshawa
2374,"Barnes, Hernandez and Davis",General Liability,2021-10-12,7340.85,0,Quarterly,10,2024-10-14,Manufacturing,Pickering
2375,Valenzuela-Greene,Commercial Auto,2021-01-17,12931.01,2,Monthly,6,2024-10-06,Transport,Whitby
2376,"Gordon, Wilson and Olson",Property,2018-11-08,10838.85,1,Annually,5,2024-07-31,Technology,Pickering
2377,Winters PLC,Cyber,2015-07-16,14479.95,5,Quarterly,1,2025-02-18,Construction,Durham
2378,Prince Ltd,Property,2018-05-09,7110.55,5,Monthly,1,2024-04-26,Transport,Whitby
2379,"Reynolds, Fisher and Golden",Commercial Auto,2023-01-21,14422.13,5,Monthly,2,2024-08-23,Manufacturing,Oshawa
2380,"Moreno, Perez and Lang",Property,2020-06-09,16098.45,5,Annually,8,2024-07-06,Technology,Durham
2381,Bell-Ballard,Cyber,2024-03-04,11839.19,4,Monthly,9,2025-01-12,Manufacturing,Durham
2382,"Johnston, Coleman and Scott",General Liability,2017-01-26,14521.21,3,Annually,9,2025-01-02,Construction,Oshawa
2383,Kent Inc,Errors & Omissions,2017-11-08,19884.65,1,Annually,3,2025-02-03,Finance,Durham
2384,George-Stephens,Cyber,2020-02-09,8325.59,1,Monthly,3,2024-08-25,Finance,Durham
2385,Lopez-Fletcher,Cyber,2018-04-22,3179.83,4,Annually,5,2024-09-29,Transport,Durham
2386,Lane Inc,Cyber,2017-01-07,3144.09,3,Quarterly,8,2024-10-14,Construction,Whitby
2387,"Smith, Pena and Watts",Cyber,2016-11-03,4155.18,4,Monthly,4,2024-05-15,Construction,Durham
2388,Ortiz-Rodriguez,Commercial Auto,2020-02-24,9991.23,2,Annually,2,2025-02-03,Technology,Whitby
2389,Pearson-King,Cyber,2015-09-12,11929.49,2,Monthly,3,2024-10-23,Technology,Pickering
2390,"Henderson, Diaz and Hill",Property,2022-01-10,14653.49,4,Quarterly,7,2024-11-03,Transport,Toronto
2391,"Sanders, Harris and Arnold",Commercial Auto,2024-03-28,8975.78,4,Quarterly,2,2024-12-10,Finance,Whitby
2392,"Olson, Wood and Peters",General Liability,2017-09-13,15329.26,1,Annually,7,2025-03-31,Finance,Durham
2393,Hinton-Lane,Property,2021-01-17,7282.23,0,Annually,9,2024-10-19,Finance,Pickering
2394,"Sanders, Taylor and Shields",Property,2015-06-17,3578.71,3,Quarterly,6,2024-11-03,Healthcare,Oshawa
2395,Adkins Group,Property,2020-11-12,13529.75,3,Annually,1,2025-01-24,Healthcare,Whitby
2396,"Avery, Garcia and Romero",Property,2017-08-07,3966.99,5,Annually,8,2024-09-01,Manufacturing,Pickering
2397,Owen-Mendez,Commercial Auto,2017-11-11,13100.36,3,Annually,2,2024-09-03,Retail,Oshawa
2398,"Mann, Martin and Oconnell",General Liability,2020-03-09,18197.44,0,Monthly,1,2024-07-30,Healthcare,Ajax
2399,Brock and Sons,General Liability,2021-09-12,6686.02,4,Quarterly,6,2024-06-23,Construction,Oshawa
2400,Frost-Graham,Cyber,2017-07-02,13189.54,0,Annually,9,2024-10-09,Healthcare,Pickering
2401,Baker LLC,Errors & Omissions,2015-08-08,5070.43,1,Monthly,1,2025-03-19,Manufacturing,Whitby
2402,Lynch Ltd,Commercial Auto,2018-08-09,19282.52,4,Annually,2,2024-05-22,Finance,Pickering
2403,Arias-Morales,General Liability,2021-07-19,4468.57,2,Annually,2,2024-12-06,Healthcare,Whitby
2404,"Meyer, Dawson and Harper",Commercial Auto,2021-04-06,13279.66,0,Quarterly,10,2025-01-21,Transport,Pickering
2405,Bowman Group,Commercial Auto,2021-10-13,9391.29,0,Monthly,6,2025-03-24,Manufacturing,Oshawa
2406,Harris Ltd,Cyber,2016-06-07,15985.58,3,Quarterly,1,2024-05-03,Manufacturing,Pickering
2407,"Mitchell, Johnson and Greene",General Liability,2015-05-01,14014.4,1,Quarterly,10,2024-07-25,Technology,Ajax
2408,"Hale, Gilbert and Craig",Errors & Omissions,2018-12-17,16654.4,0,Monthly,3,2025-03-11,Manufacturing,Durham
2409,Allen-Smith,Errors & Omissions,2021-03-08,6141.07,4,Monthly,8,2025-02-20,Construction,Toronto
2410,Miller LLC,Errors & Omissions,2017-06-28,4884.37,4,Quarterly,2,2024-11-13,Technology,Ajax
2411,Gomez-Foster,Property,2023-10-04,6132.47,2,Annually,2,2024-08-01,Transport,Oshawa
2412,"Gonzalez, Smith and Padilla",General Liability,2015-08-08,8007.67,0,Quarterly,6,2024-06-19,Healthcare,Durham
2413,Dunn Ltd,Property,2016-12-17,14228.12,1,Quarterly,3,2025-03-17,Healthcare,Durham
2414,"Herman, Bailey and Richmond",Property,2019-03-16,4287.14,2,Monthly,7,2024-07-02,Manufacturing,Whitby
2415,Perez-Mccarty,Property,2023-01-11,10708.54,2,Annually,2,2024-10-25,Manufacturing,Durham
2416,Spears-Andrews,Cyber,2017-04-30,19919.21,3,Monthly,1,2024-07-13,Transport,Durham
2417,Thompson-Hunter,Cyber,2017-09-21,16079.11,5,Monthly,6,2025-03-23,Technology,Durham
2418,"Jones, Phillips and Arroyo",Commercial Auto,2019-12-30,14767.77,2,Monthly,4,2024-09-26,Manufacturing,Pickering
2419,"Frye, Walter and Li",Commercial Auto,2018-07-22,14348.85,0,Quarterly,8,2025-02-08,Technology,Pickering
2420,"Wright, Ramos and Bennett",General Liability,2022-07-09,16092.03,1,Quarterly,1,2025-03-14,Healthcare,Durham
2421,Carrillo-Todd,General Liability,2021-06-01,7374.72,2,Monthly,10,2024-06-12,Finance,Durham
2422,Maldonado-Mosley,Cyber,2020-11-12,16272.43,0,Monthly,3,2024-10-16,Technology,Pickering
2423,Olson LLC,Commercial Auto,2021-07-19,7713.89,4,Quarterly,4,2025-01-30,Transport,Durham
2424,Reyes and Sons,Commercial Auto,2021-11-25,4060.59,4,Annually,1,2024-07-12,Finance,Ajax
2425,"Haynes, Mcbride and Gutierrez",Property,2020-07-13,9606.04,1,Annually,1,2024-07-02,Manufacturing,Oshawa
2426,Black-Smith,Errors & Omissions,2017-07-11,19931.3,4,Monthly,8,2024-05-16,Transport,Whitby
2427,Wright-Davis,Errors & Omissions,2018-12-01,7390.06,4,Quarterly,2,2025-01-22,Finance,Oshawa
2428,"Goodman, Peterson and Spencer",Errors & Omissions,2015-10-09,16817.61,4,Monthly,7,2024-06-30,Technology,Durham
2429,Woods LLC,Cyber,2019-09-21,6024.8,2,Quarterly,10,2024-06-30,Construction,Pickering
2430,Shannon LLC,Errors & Omissions,2016-08-01,4179.77,3,Monthly,6,2024-12-28,Healthcare,Whitby
2431,Valentine Ltd,Errors & Omissions,2017-12-19,19650.17,4,Monthly,1,2024-06-19,Manufacturing,Toronto
2432,Porter and Sons,Property,2015-09-30,6411.37,0,Quarterly,1,2024-10-27,Technology,Whitby
2433,Moss LLC,General Liability,2017-09-15,9674.79,4,Annually,8,2024-06-02,Manufacturing,Pickering
2434,Perez and Sons,Cyber,2023-07-05,13973.21,5,Annually,5,2024-06-03,Technology,Durham
2435,"Kelly, Maxwell and Wilson",Commercial Auto,2016-03-23,4843.32,0,Quarterly,2,2025-02-12,Finance,Durham
2436,Lowe Ltd,Property,2022-07-01,12190.75,4,Monthly,9,2024-05-22,Manufacturing,Whitby
2437,Austin-Duran,Errors & Omissions,2017-05-27,10331.31,3,Annually,10,2025-03-13,Retail,Durham
2438,"Rubio, Charles and Watson",Commercial Auto,2021-06-19,13437.43,2,Quarterly,5,2024-10-20,Healthcare,Ajax
2439,Vasquez-Galloway,Property,2018-01-24,4806.25,5,Annually,9,2025-03-11,Transport,Durham
2440,"Melton, Henry and Joyce",Cyber,2023-06-19,10506.89,0,Monthly,6,2024-09-14,Technology,Whitby
2441,"Ramirez, Walker and Ray",Errors & Omissions,2019-03-28,7402.94,0,Monthly,5,2024-12-31,Technology,Oshawa
2442,Fox Group,Cyber,2023-09-23,3592.64,2,Monthly,4,2025-04-02,Healthcare,Oshawa
2443,Ayers-Johnson,Property,2020-01-15,4197.01,3,Monthly,3,2024-10-30,Transport,Durham
2444,Long-Parks,Commercial Auto,2016-05-02,15368.27,2,Monthly,10,2024-10-05,Finance,Durham
2445,Bryant Inc,General Liability,2018-02-20,16213.03,1,Annually,9,2024-12-14,Finance,Ajax
2446,"Holmes, Stewart and Smith",Errors & Omissions,2016-05-10,3319,2,Annually,8,2024-06-08,Construction,Durham
2447,"Clark, Carpenter and Nguyen",Cyber,2022-11-06,11460.92,0,Annually,7,2024-10-31,Manufacturing,Durham
2448,"Hensley, Lopez and Baker",Commercial Auto,2016-10-05,14098.71,1,Monthly,10,2024-06-03,Retail,Durham
2449,Ruiz-Austin,Commercial Auto,2022-08-24,3014.75,1,Quarterly,9,2024-10-04,Transport,Toronto
2450,White-Coleman,General Liability,2022-07-24,3643.21,4,Quarterly,10,2024-06-25,Healthcare,Oshawa
2451,Haynes-Watson,Property,2015-09-10,9638.22,5,Quarterly,4,2024-05-15,Healthcare,Durham
2452,Ramirez-White,General Liability,2022-04-29,5577.33,2,Annually,7,2025-02-19,Finance,Durham
2453,Krause Ltd,General Liability,2019-03-11,8607.12,5,Quarterly,6,2024-08-15,Transport,Durham
2454,Olsen Ltd,Property,2017-07-09,9652.62,0,Monthly,3,2024-06-23,Retail,Durham
2455,Brock-Peters,Property,2017-06-17,3062.96,1,Annually,10,2024-12-18,Retail,Whitby
2456,Gonzalez-Marsh,Property,2020-02-05,15029.3,3,Annually,5,2025-03-31,Manufacturing,Pickering
2457,"Hernandez, Shaffer and Thompson",Commercial Auto,2017-02-17,16106.84,0,Annually,5,2024-11-19,Construction,Ajax
2458,Taylor-Barry,Commercial Auto,2021-02-18,11128.37,4,Quarterly,8,2024-09-14,Retail,Oshawa
2459,"Holmes, Le and Floyd",Errors & Omissions,2020-09-28,9866.52,4,Annually,2,2024-06-06,Construction,Durham
2460,King-Garrison,Errors & Omissions,2019-10-02,15372.05,5,Annually,7,2024-08-13,Construction,Ajax
2461,Ross Ltd,General Liability,2018-01-03,16808.69,0,Monthly,2,2024-08-05,Finance,Durham
2462,Brown LLC,General Liability,2015-06-10,4191.69,2,Quarterly,10,2025-03-14,Manufacturing,Oshawa
2463,Combs-Davis,Errors & Omissions,2019-01-31,6839.4,0,Quarterly,9,2024-11-23,Healthcare,Whitby
2464,"Cook, Ward and Castro",Cyber,2020-03-01,9535.21,3,Monthly,3,2024-09-26,Finance,Durham
2465,Cooper-Jenkins,General Liability,2015-11-11,14717.44,4,Quarterly,8,2024-12-03,Technology,Pickering
2466,Dillon-Mccarty,Cyber,2019-07-23,16257.11,5,Quarterly,4,2024-11-23,Manufacturing,Durham
2467,Ray Ltd,Cyber,2016-04-22,5060.46,4,Annually,5,2024-07-22,Retail,Durham
2468,"Ryan, Krause and Mitchell",Property,2017-06-06,12100.17,0,Annually,9,2024-05-05,Manufacturing,Oshawa
2469,Nunez-Freeman,Commercial Auto,2015-08-06,19857.22,4,Quarterly,2,2024-09-15,Transport,Durham
2470,"Griffin, Miller and Austin",Errors & Omissions,2021-06-27,8668.48,3,Monthly,4,2024-06-30,Retail,Durham
2471,Welch-Thomas,Commercial Auto,2022-03-17,8148.08,1,Monthly,2,2025-04-23,Manufacturing,Whitby
2472,Davidson LLC,Errors & Omissions,2023-10-03,3938.31,2,Monthly,1,2024-06-02,Healthcare,Whitby
2473,Welch-Duncan,Commercial Auto,2022-12-28,19949.27,5,Quarterly,5,2025-03-13,Construction,Oshawa
2474,Miller LLC,Errors & Omissions,2021-07-31,14000.26,0,Annually,6,2024-10-04,Transport,Durham
2475,Edwards Ltd,Commercial Auto,2022-07-05,9211.04,0,Quarterly,1,2024-12-03,Retail,Durham
2476,Page-Jacobs,Property,2020-07-21,17506.82,0,Quarterly,3,2024-04-26,Manufacturing,Whitby
2477,Nelson-Wallace,Cyber,2016-05-31,8781.07,3,Quarterly,6,2024-07-12,Healthcare,Toronto
2478,Adkins-Meyer,Errors & Omissions,2021-08-14,17300.09,4,Annually,9,2024-12-06,Manufacturing,Durham
2479,Gutierrez-White,Cyber,2022-11-04,15927.7,1,Monthly,10,2025-03-21,Technology,Durham
2480,Martinez and Sons,Errors & Omissions,2021-03-25,7929.3,5,Monthly,7,2025-03-02,Finance,Durham
2481,"King, Manning and Brady",Errors & Omissions,2021-08-21,6453.05,2,Monthly,4,2024-07-01,Finance,Durham
2482,Jackson Inc,Property,2020-02-28,12426.08,3,Monthly,3,2024-07-04,Construction,Pickering
2483,Brown Group,Commercial Auto,2022-07-17,19447.72,3,Monthly,2,2024-05-04,Technology,Oshawa
2484,"Brown, Wise and Warren",Errors & Omissions,2018-03-30,14232.48,2,Monthly,8,2025-04-06,Technology,Ajax
2485,Garcia PLC,Commercial Auto,2019-07-01,8080.8,1,Annually,5,2024-07-01,Construction,Whitby
2486,Miller Group,Property,2019-08-02,9631.78,0,Monthly,4,2025-02-07,Finance,Whitby
2487,Perez-Rojas,General Liability,2023-06-20,4815.06,0,Annually,6,2024-09-30,Technology,Ajax
2488,Sims-Anderson,Cyber,2017-02-13,14710.32,0,Monthly,8,2024-11-29,Healthcare,Ajax
2489,Johnson Ltd,Errors & Omissions,2017-08-21,11270.56,1,Quarterly,5,2025-02-25,Transport,Oshawa
2490,Dalton-Nguyen,Property,2019-08-01,18048.64,4,Annually,9,2024-11-22,Finance,Ajax
2491,Mcdonald-Pitts,Commercial Auto,2023-03-02,10445.72,4,Annually,4,2024-04-28,Construction,Durham
2492,Dunn-Taylor,Errors & Omissions,2022-09-11,6220.9,3,Quarterly,6,2024-05-30,Manufacturing,Durham
2493,"Ryan, Garza and Bryant",Commercial Auto,2015-05-10,3606.87,5,Annually,3,2025-04-03,Retail,Whitby
2494,"Fields, Elliott and Mills",General Liability,2017-03-10,3431.2,5,Quarterly,7,2024-08-04,Transport,Pickering
2495,"Ferguson, Stout and Olson",Errors & Omissions,2016-01-23,19938.52,5,Quarterly,9,2024-07-03,Construction,Durham
2496,Ballard Group,Cyber,2016-04-27,7054.25,0,Monthly,1,2025-01-11,Manufacturing,Durham
2497,Diaz-Green,Errors & Omissions,2017-04-29,9609.05,4,Annually,7,2024-09-24,Transport,Durham
2498,Smith-Mills,Cyber,2024-01-22,16476.57,3,Monthly,5,2024-08-05,Technology,Durham
2499,Cooper Group,Commercial Auto,2017-05-25,13937.93,0,Annually,9,2024-11-01,Retail,Toronto
2500,"Smith, Weeks and Arroyo",Errors & Omissions,2015-12-20,11494.63,3,Quarterly,7,2025-03-10,Retail,Durham
2501,Evans-Cannon,Property,2018-11-01,19404.22,3,Monthly,1,2024-05-23,Transport,Durham
2502,Harper-Robles,Property,2015-10-06,16800.23,5,Annually,7,2024-05-16,Retail,Pickering
2503,"Brooks, Jenkins and Castro",General Liability,2022-04-30,19431.76,1,Monthly,8,2024-10-04,Construction,Ajax
2504,Wright-Espinoza,Property,2019-03-22,3279.11,3,Monthly,4,2024-11-21,Manufacturing,Durham
2505,"Price, Gray and Baker",General Liability,2017-01-06,8767.85,5,Monthly,10,2024-05-02,Healthcare,Durham
2506,Garrett-Black,Commercial Auto,2022-12-15,8741.22,3,Monthly,9,2025-03-26,Transport,Whitby
2507,"Aguirre, Cohen and Mitchell",Cyber,2022-02-03,15257.2,4,Quarterly,4,2024-05-20,Finance,Pickering
2508,"Patel, Adams and Lopez",Commercial Auto,2020-01-04,9893.63,1,Monthly,5,2024-10-14,Finance,Ajax
2509,White LLC,Cyber,2016-11-03,6598.53,0,Annually,5,2024-10-20,Manufacturing,Durham
2510,Walsh PLC,Cyber,2023-08-18,14115.45,3,Annually,9,2025-04-01,Manufacturing,Whitby
2511,Nelson-Dean,General Liability,2018-01-23,11893.03,0,Quarterly,9,2025-04-02,Healthcare,Oshawa
2512,Flores and Sons,Property,2022-07-09,18981.53,4,Monthly,4,2025-02-11,Transport,Durham
2513,Booker Inc,Property,2024-02-04,17793.4,2,Quarterly,9,2024-04-30,Construction,Oshawa
2514,Compton LLC,General Liability,2016-01-13,12121.54,2,Monthly,5,2025-04-15,Transport,Oshawa
2515,Martinez-Gonzales,General Liability,2015-07-14,15597.88,1,Annually,3,2024-07-15,Retail,Whitby
2516,Hall and Sons,Commercial Auto,2024-02-07,6960.76,2,Monthly,6,2025-03-02,Transport,Durham
2517,Snyder LLC,General Liability,2016-12-19,4224.57,3,Monthly,4,2024-05-24,Construction,Durham
2518,Collins-Lloyd,Property,2021-07-16,15502.82,0,Annually,7,2024-09-25,Finance,Durham
2519,Ford-Moody,General Liability,2022-12-05,11311.21,1,Annually,5,2025-04-16,Technology,Oshawa
2520,Miller-Christensen,General Liability,2017-02-19,3324.07,1,Quarterly,7,2024-07-07,Transport,Durham
2521,Brown Group,Cyber,2017-10-30,18422.04,0,Annually,3,2024-10-13,Technology,Durham
2522,Daniels and Sons,General Liability,2015-10-30,13512.33,4,Annually,9,2025-04-02,Retail,Oshawa
